RunNumber,EventNumber,LumiBlock,TimeStamp,TimeStampNS,BCID,extL1ID,triggerType,mu_pt,mu_eta,mu_phi,mu_E,mu_charge
479103,0,548,1719505074,583356535,3431,1124112763,132,"[3.0521626472473145, 4.1425886154174805]","[-1.3924357891082764, 1.7712701559066772]","[-0.5492995977401733, 0.41927370429039]","[6.521970272064209, 12.52852725982666]","[1, -1]"
479103,0,548,1719505094,473501670,2298,1191215137,132,[],[],[],[],[]
479103,0,548,1719505100,139908455,848,1208053064,140,"[9.610174179077148, 8.193397521972656, 4.3159661293029785, 3.5071847438812256]","[-1.047275424003601, -1.1039801836013794, -0.3811322748661041, -2.396238088607788]","[0.958914041519165, 0.6088386178016663, -2.8631060123443604, 2.7232584953308105]","[15.380332946777344, 13.714908599853516, 4.634456634521484, 19.417545318603516]","[1, -1, 1, 1]"
479103,0,548,1719505102,314300810,1330,1208246771,132,[7.100037574768066],[1.3010098934173584],[-0.5914046168327332],[14.006148338317871],[1]
479103,0,549,1719505125,143220955,206,1291944078,136,"[23.974262237548828, 5.651233196258545]","[1.963698387145996, 0.14695018529891968]","[2.9898574352264404, -1.2809836864471436]","[87.09819793701172, 5.7133378982543945]","[-1, 1]"
479103,0,550,1719505156,643676890,1861,1392513270,132,[9.94454288482666],[0.28215840458869934],[2.0371413230895996],[10.343575477600098],[1]
479103,0,550,1719505168,773952155,2018,1426490956,132,"[6.774266719818115, 3.5971145629882812, 3.0474023818969727]","[0.8452644348144531, 0.42272743582725525, -1.6465206146240234]","[0.9292517900466919, 2.7952005863189697, 2.963648796081543]","[9.342437744140625, 3.9247512817382812, 8.200651168823242]","[-1, -1, 1]"
479103,0,550,1719505177,714800320,3204,1459952980,132,"[85.86688232421875, 54.472957611083984, 46.047855377197266, 5.665684223175049]","[-2.2602992057800293, -2.2356414794921875, -0.9504790902137756, 1.7205485105514526]","[-0.7180725932121277, 1.6061058044433594, 1.8277918100357056, 2.1488423347473145]","[416.03692626953125, 257.6408386230469, 68.46183776855469, 16.336095809936523]","[1, 1, -1, -1]"
479103,0,550,1719505178,221454235,1700,1459997896,132,[2.881377696990967],[-1.9131801128387451],[0.4691523015499115],[9.973308563232422],[-1]
479103,0,550,1719505181,743790800,3288,1476644777,132,[6.7863640785217285],[0.8996797204017639],[1.1764484643936157],[9.72378921508789],[-1]
479103,0,550,1719505204,668857920,2952,1560350547,132,"[2.7308573722839355, 6.221671104431152]","[-1.6110249757766724, 1.8491723537445068]","[-0.7845981121063232, -0.3561689257621765]","[7.111424922943115, 20.257802963256836]","[1, -1]"
479103,0,550,1719505210,888256930,346,1577236746,132,"[5.145847797393799, 3.1118338108062744, 4.0424723625183105]","[0.5512910485267639, 2.483370780944824, -1.956557035446167]","[0.7479274272918701, 2.21667742729187, 2.4849541187286377]","[5.948760032653809, 18.772504806518555, 14.586169242858887]","[1, 1, 1]"
479103,0,551,1719505222,542162240,433,1610940547,136,"[30.180421829223633, 6.1029791831970215, 4.469970226287842, 3.173297166824341, 2.631826877593994]","[1.5345951318740845, -2.3285109996795654, 2.3056888580322266, -1.6331145763397217, 1.8104416131973267]","[1.887988567352295, 3.045883893966675, -0.15878726541996002, 1.9727684259414673, -1.891871452331543]","[73.26289367675781, 31.613882064819336, 22.642379760742188, 8.433883666992188, 8.260307312011719]","[-1, 1, -1, -1, 1]"
479103,0,551,1719505240,490566620,3395,1677870335,132,[],[],[],[],[]
479103,0,551,1719505242,143948875,240,1678017470,132,[3.08062481880188],[-0.8466171026229858],[-2.236107349395752],[4.253512382507324],[1]
479103,0,551,1719505244,923839870,1209,1694597888,129,[],[],[],[],[]
479103,0,551,1719505246,159531775,1126,1694708234,136,"[99.62002563476562, 17.725540161132812, 3.3997511863708496, 2.737422227859497, 2.3294496536254883]","[-0.666861891746521, 0.5789631605148315, -0.8669657111167908, -1.902082085609436, 2.162968873977661]","[-0.32575613260269165, 1.7100615501403809, -1.6855409145355225, -1.9669246673583984, 0.8554020524024963]","[122.60396575927734, 20.7805118560791, 4.7606611251831055, 9.375016212463379, 10.263985633850098]","[-1, 1, -1, -1, -1]"
479103,0,551,1719505250,400646935,2809,1711418531,136,"[29.360681533813477, 3.5170185565948486, 2.661917209625244, 2.7444097995758057, 2.1253440380096436]","[0.37738704681396484, 0.6712844967842102, 2.4174959659576416, 1.9195159673690796, -1.6057826280593872]","[2.154158353805542, 1.2864601612091064, -2.972647190093994, -0.18501876294612885, 2.203416347503662]","[31.476579666137695, 4.340936660766602, 15.049359321594238, 9.557080268859863, 5.508299827575684]","[1, -1, 1, 1, 1]"
479103,0,551,1719505252,111139765,499,1711571263,132,[2.486727237701416],[-2.271700382232666],[-0.765160858631134],[12.18419075012207],[-1]
479103,0,551,1719505261,655992815,2892,1745085732,140,"[14.266210556030273, 2.8504366874694824]","[-1.5301836729049683, 2.3722894191741943]","[-0.6104524731636047, -1.6892616748809814]","[34.4924430847168, 15.414352416992188]","[1, 1]"
479103,0,551,1719505272,817910355,663,1778746366,140,"[25.912796020507812, 3.177248954772949]","[1.4262727499008179, 1.6837810277938843]","[-1.6538854837417603, -0.5070542097091675]","[57.051727294921875, 8.85173511505127]","[1, 1]"
479103,0,552,1719505287,610629840,2687,1829063105,132,"[5.311549186706543, 2.1175007820129395, 2.698802947998047]","[0.2773357331752777, 1.6887434720993042, 1.471740484237671]","[-1.3043467998504639, -0.9556384682655334, -0.06484150886535645]","[5.5181427001953125, 5.927219390869141, 6.189712047576904]","[-1, -1, 1]"
479103,0,552,1719505317,512238100,1327,1929723648,132,[2.917212963104248],[1.954052448272705],[-0.8942716121673584],[10.500933647155762],[1]
479103,0,552,1719505318,173079400,3083,1929782782,132,"[23.660287857055664, 21.375391006469727, 3.5656018257141113, 3.3290774822235107, 2.9032788276672363, 2.84723162651062, 1.1536309719085693]","[2.030154228210449, 1.0456725358963013, -1.8125797510147095, 1.433154582977295, 1.6211656332015991, -0.6957632899284363, 2.4405605792999268]","[-1.4562315940856934, 0.6728782653808594, -0.3557423949241638, 2.6341118812561035, 0.5188896656036377, -1.9593236446380615, 3.002279043197632]","[91.6431655883789, 34.16623306274414, 11.213359832763672, 7.375424385070801, 7.631494522094727, 3.5662038326263428, 6.6726226806640625]","[-1, -1, 1, 1, 1, -1, -1]"
479103,0,552,1719505324,62810425,3035,1962971185,136,[24.691762924194336],[-0.3013860881328583],[2.700864791870117],[25.821914672851562],[-1]
479103,0,552,1719505330,374491370,3126,1979866481,132,[],[],[],[],[]
479103,0,552,1719505330,783632580,3121,1979902910,132,[],[],[],[],[]
479103,0,552,1719505332,485387510,3441,1980054700,132,[],[],[],[],[]
479103,0,553,1719505343,937946560,2673,2030072417,132,"[5.9839863777160645, 3.862070083618164]","[1.6146063804626465, -0.5478091239929199]","[-0.05082166939973831, -0.9087278246879578]","[15.633156776428223, 4.457453727722168]","[1, -1]"
479103,0,553,1719505359,600182090,1650,2080465502,132,[5.356802940368652],[0.9961216449737549],[2.4850807189941406],[8.242302894592285],[1]
479103,0,554,1719505401,234301270,233,2214836829,136,"[37.15414810180664, 32.5920295715332, 5.422626972198486]","[1.7521135807037354, -2.011606216430664, 0.5575090646743774]","[-0.3733183741569519, 1.9263677597045898, -0.5620675086975098]","[110.351318359375, 123.99786376953125, 6.288290500640869]","[-1, 1, 1]"
479103,0,554,1719505404,125457245,2024,2231426380,140,"[14.045428276062012, 10.587684631347656, 4.558854103088379, 3.093276023864746, 45.89742660522461]","[-0.88355553150177, 0.174521341919899, -1.3042312860488892, -1.1186500787734985, 0.166493758559227]","[-0.6922983527183533, 2.0203607082366943, -1.5903491973876953, -0.3048749566078186, 1.968551754951477]","[19.894210815429688, 10.749852180480957, 9.018570899963379, 5.240209102630615, 46.535160064697266]","[1, 1, 1, 1, -1]"
479103,0,554,1719505433,122029040,2125,2315674886,132,[9.263236999511719],[-0.15641234815120697],[1.0766254663467407],[9.377375602722168],[-1]
479103,0,554,1719505435,822365525,847,2332247337,136,[],[],[],[],[]
479103,0,555,1719505455,7719845,687,2399286415,132,"[3.0806386470794678, 2.6276066303253174]","[2.0879604816436768, -1.0538767576217651]","[2.354391098022461, -1.8260232210159302]","[12.619327545166016, 4.228265762329102]","[1, 1]"
479103,0,555,1719505475,664708350,1476,2466456981,132,[4.753750801086426],[2.3436696529388428],[2.8636443614959717],[24.99396514892578],[-1]
479103,0,555,1719505484,387133970,1695,2499873125,140,"[17.980411529541016, 3.438232898712158]","[-0.4321221709251404, -1.3511791229248047]","[2.232866048812866, -2.7709925174713135]","[19.685718536376953, 7.085114479064941]","[1, 1]"
479103,0,555,1719505494,721650625,1109,2533485219,132,[60.16340637207031],[-2.2485804557800293],[0.5183390378952026],[288.177490234375],[1]
479103,0,556,1719505507,264912080,2112,2567243889,129,[],[],[],[],[]
479103,0,556,1719505529,156035685,1011,2650880961,136,"[4.594968318939209, 4.29755973815918, 3.311920642852783]","[2.219663381576538, -2.4334633350372314, 2.439840316772461]","[-1.5054590702056885, 2.383591413497925, 2.140382766723633]","[21.39645004272461, 24.6811580657959, 19.14051628112793]","[-1, 1, -1]"
479103,0,556,1719505534,89922355,1140,2667653295,136,"[25.098434448242188, 7.497719764709473, 2.769601583480835, 2.495715379714966]","[1.2765198945999146, 1.3631503582000732, -0.7177568674087524, 1.6812613010406494]","[-2.3504021167755127, -2.5664021968841553, 0.07568974047899246, -2.628230571746826]","[48.47964096069336, 15.611886978149414, 3.5157628059387207, 6.936980247497559]","[-1, 1, 1, -1]"
479103,0,556,1719505534,310778995,3435,2667673116,132,"[49.38375473022461, 3.213264226913452, 2.740602493286133]","[-0.11423910409212112, 2.0838444232940674, 2.0984609127044678]","[2.488858699798584, 2.3952295780181885, -0.8461805582046509]","[49.706459045410156, 13.11014461517334, 11.341456413269043]","[1, -1, -1]"
479103,0,556,1719505539,602755285,3200,2684475739,148,[2.6568403244018555],[2.4250380992889404],[0.8844887018203735],[15.13258171081543],[1]
479103,0,557,1719505575,566249435,1678,2802008694,129,[],[],[],[],[]
479103,0,557,1719505615,244510080,1642,2936204668,136,"[75.7100601196289, 36.11426544189453, 5.303615570068359, 3.429673433303833]","[2.0574817657470703, 2.3401694297790527, -1.5036404132843018, -0.4716646373271942]","[-1.2578457593917847, 2.559568166732788, -2.8906075954437256, 1.0309069156646729]","[301.0993957519531, 189.2262725830078, 12.517915725708008, 3.8197555541992188]","[-1, 1, 1, 1]"
479103,0,557,1719505617,366190955,2954,2936392907,132,"[16.019960403442383, 2.9164328575134277]","[-1.6656665802001953, -1.6134917736053467]","[-2.158559560775757, 2.4095468521118164]","[43.880897521972656, 7.61189603805542]","[-1, -1]"
479103,0,557,1719505618,144361640,2671,2952796592,132,[6.312924861907959],[2.306854486465454],[-0.2623870372772217],[32.0141487121582],[1]
479103,0,557,1719505619,383127150,1035,2952905717,140,"[41.19365692138672, 2.164424180984497]","[0.29288753867149353, -2.1026248931884766]","[1.4135429859161377, 1.9273202419281006]","[42.97331237792969, 8.993552207946777]","[-1, 1]"
479103,0,558,1719505632,515713900,2962,2986739816,136,"[38.33383560180664, 2.7385520935058594, 2.76511812210083]","[1.8486244678497314, -1.0191601514816284, -2.155102014541626]","[0.7311119437217712, -2.950556755065918, -2.096972942352295]","[124.74852752685547, 4.289551734924316, 12.090473175048828]","[1, -1, -1]"
479103,0,558,1719505634,176818615,2811,3003222509,136,[13.339239120483398],[-1.1664026975631714],[1.344877004623413],[23.490026473999023],[1]
479103,0,558,1719505643,329997775,3173,3036703327,136,"[37.37338638305664, 6.256449222564697]","[1.6500643491744995, 0.607082724571228]","[-3.0181937217712402, -0.1262698918581009]","[100.8960952758789, 7.445950508117676]","[-1, -1]"
479103,0,558,1719505646,438290555,732,3036977960,132,"[10.630583763122559, 2.55096435546875]","[1.3341822624206543, -1.385654330253601]","[-1.695610761642456, -2.4882540702819824]","[21.581743240356445, 5.418769359588623]","[1, -1]"
479103,0,558,1719505651,182627080,2334,3053732949,136,"[17.490562438964844, 15.618115425109863, 5.650506496429443, 2.303516387939453]","[-1.3626294136047363, -1.3488696813583374, -1.6214373111724854, 1.7506906986236572]","[-1.420048475265503, -1.3650603294372559, -2.832667827606201, 0.0663369670510292]","[36.40184783935547, 32.11571502685547, 14.855480194091797, 6.833314418792725]","[1, -1, -1, -1]"
479103,0,558,1719505654,791548420,2815,3070388574,148,"[104.29590606689453, 2.973609447479248, 2.922074317932129, 3.3408989906311035]","[-0.8289549946784973, -0.7655764818191528, -1.3298975229263306, -0.6213361620903015]","[-1.8067760467529297, -2.9914803504943848, 1.7131069898605347, -2.4144845008850098]","[142.2298583984375, 3.8898744583129883, 5.911073684692383, 4.008199214935303]","[1, -1, 1, 1]"
479103,0,558,1719505656,973471460,2179,3070580949,132,[2.6111912727355957],[-1.727569580078125],[-0.5826185941696167],[7.5792975425720215],[-1]
479103,0,558,1719505657,357202160,3051,3070614714,136,"[36.11394500732422, 15.161941528320312, 6.113564968109131]","[0.7217621803283691, 0.8263404369354248, -1.0379775762557983]","[0.6683313250541687, 0.5860370993614197, -1.612838625907898]","[45.93619155883789, 20.6401424407959, 9.714024543762207]","[1, -1, -1]"
479103,0,558,1719505659,631713200,3123,3087153054,132,[2.6373684406280518],[2.2091753482818604],[1.388413906097412],[12.156081199645996],[1]
479103,0,569,1719505932,490942590,343,3187674845,132,"[6.011420726776123, 2.8503246307373047, 2.835129737854004]","[2.1632297039031982, -2.503544330596924, -1.9717658758163452]","[-2.9095375537872314, 1.6261038780212402, 1.6147468090057373]","[26.49296760559082, 17.54056739807129, 10.380743026733398]","[-1, 1, 1]"
479103,0,569,1719505932,921108060,1865,3187715330,132,[],[],[],[],[]
479103,0,569,1719505939,572029595,1710,3204650049,136,"[23.595521926879883, 2.655486822128296]","[1.5016520023345947, -2.197202205657959]","[-1.5112427473068237, 1.0485938787460327]","[55.589508056640625, 12.09741497039795]","[1, 1]"
479103,0,569,1719505939,927953420,79,3204683560,132,"[20.17276382446289, 5.643587589263916, 1.8647851943969727, 2.7229340076446533, 2.6256515979766846, 26.06182098388672]","[-0.05876491591334343, -0.8671977519989014, 2.1523241996765137, 2.1381852626800537, 2.0424463748931885, 2.2009072303771973]","[0.6564154028892517, 2.913651466369629, -2.954399585723877, 1.8517355918884277, -2.9449803829193115, -2.6110334396362305]","[20.207881927490234, 7.902740955352783, 8.132126808166504, 11.711674690246582, 10.291990280151367, 119.15348815917969]","[1, -1, -1, -1, -1, 1]"
479103,0,570,1719505944,331163375,1183,3221404566,132,[],[],[],[],[]
479103,0,570,1719505946,744522540,2741,3221631650,129,[],[],[],[],[]
479103,0,571,1719505956,833734765,118,3255194603,136,[4.502476215362549],[-0.16069817543029785],[-0.36250782012939453],[4.561960697174072],[-1]
479103,0,572,1719505968,935134930,1291,3305257767,148,[],[],[],[],[]
479103,0,572,1719505971,489651680,668,3305498464,136,"[25.967294692993164, 3.5211730003356934]","[0.542181670665741, 1.7007019519805908]","[2.447692632675171, 0.7981942892074585]","[29.878583908081055, 9.966090202331543]","[1, 1]"
479103,0,573,1719505981,695420235,663,3355851819,136,"[35.1381950378418, 16.07378387451172, 2.84682559967041, 2.606130361557007, 2.4862053394317627]","[1.5538431406021118, -1.0422978401184082, -2.3548989295959473, -0.869722306728363, -1.8428224325180054]","[0.0011407131096348166, 2.1081392765045166, -1.885813593864441, 2.3908371925354004, -0.05514098331332207]","[86.80977630615234, 25.62479591369629, 15.134047508239746, 3.657036304473877, 8.046930313110352]","[1, -1, 1, 1, 1]"
479103,0,573,1719505985,791601485,2864,3372544743,136,[7.688436031341553],[-0.28169170022010803],[0.5853850841522217],[7.996196269989014],[1]
479103,0,575,1719506012,310572110,3426,3472885493,132,[],[],[],[],[]
479103,0,576,1719506045,423047245,1398,3573848034,132,[4.394155979156494],[1.6988121271133423],[-2.4780995845794678],[12.41470718383789],[-1]
479103,0,576,1719506067,940969730,2680,3657504522,132,[3.451714277267456],[-1.680081844329834],[-0.0007918839692138135],[9.583151817321777],[1]
479103,0,577,1719506074,808265870,3385,3674457506,132,"[12.146190643310547, 6.610077381134033, 4.324451446533203, 2.9394631385803223, 2.6985743045806885, 2.6576550006866455]","[1.5663676261901855, -1.3513668775558472, 1.1858141422271729, 2.3603312969207764, 1.6231576204299927, -1.6159310340881348]","[-3.1212806701660156, -3.0586605072021484, -2.9794890880584717, -2.82322096824646, -1.7525851726531982, -3.0047032833099365]","[30.35365104675293, 13.622416496276855, 7.738998889923096, 15.710095405578613, 7.106598377227783, 6.952267646789551]","[1, -1, 1, 1, -1, 1]"
479103,0,577,1719506078,846987235,1433,3691145979,132,"[9.90477466583252, 2.5912973880767822]","[-0.3844843804836273, -1.9758347272872925]","[-2.8964169025421143, -1.1238285303115845]","[10.646464347839355, 9.525266647338867]","[-1, 1]"
479103,0,577,1719506080,577870460,193,3691308625,132,"[2.926990509033203, 2.1702094078063965]","[-1.558016300201416, -1.7415320873260498]","[-1.289677619934082, -1.7668790817260742]","[7.259623050689697, 6.382734298706055]","[1, 1]"
479103,0,577,1719506099,481135795,2769,3758317836,136,"[40.35337829589844, 2.6206016540527344, 5.258633613586426]","[-2.0344321727752686, 1.726704716682434, 1.9936705827713013]","[-0.7712180614471436, 1.7700716257095337, -2.730705738067627]","[156.9477081298828, 7.600435256958008, 19.663972854614258]","[1, 1, 1]"
479103,0,577,1719506124,684106445,3041,3842226733,132,"[3.955355167388916, 2.655775308609009]","[-1.4080549478530884, 1.700034260749817]","[-0.45933255553245544, 1.9483346939086914]","[8.569167137145996, 7.512354373931885]","[1, 1]"
479103,0,577,1719506129,336657055,442,3858972701,136,"[5.137180328369141, 3.8257431983947754, 2.7124154567718506, 4.450163841247559]","[1.722435712814331, -1.8892267942428589, 2.0622739791870117, 1.672235369682312]","[2.09582257270813, 1.4317092895507812, 0.13837051391601562, 2.091480016708374]","[14.838550567626953, 12.941851615905762, 10.837965965270996, 12.264845848083496]","[1, -1, -1, 1]"
479103,0,578,1719506143,399617795,670,3909220000,132,[],[],[],[],[]
479103,0,578,1719506157,381037740,1015,3959436053,132,"[3.4431815147399902, 2.5044939517974854]","[-0.7198528051376343, -1.3896371126174927]","[1.480230689048767, -1.515307903289795]","[4.375760078430176, 5.338822364807129]","[-1, -1]"
479103,0,578,1719506157,617090030,2892,3959458191,132,"[297.9492492675781, 5.220277309417725, 1.6182540655136108]","[2.2985830307006836, 0.06870955973863602, 1.999480962753296]","[-2.119696855545044, 1.2324104309082031, 2.414825439453125]","[1498.7532958984375, 5.233671188354492, 6.086060047149658]","[1, 1, -1]"
479103,0,578,1719506168,504640220,2806,3993119848,136,"[42.501380920410156, 39.5317497253418, 7.720057487487793, 2.7057507038116455]","[1.4541205167770386, 0.8440655469894409, -0.8943023085594177, -1.7782942056655884]","[1.9143908023834229, -1.6666055917739868, 2.043203592300415, 2.6754839420318604]","[95.93254089355469, 54.470157623291016, 11.01904296875, 8.237896919250488]","[-1, 1, 1, -1]"
479103,0,578,1719506178,82005030,249,4026636186,132,"[3.904487371444702, 3.987699031829834]","[-1.8897510766983032, 1.9221709966659546]","[-0.9134149551391602, 2.370832681655884]","[13.214828491210938, 13.921601295471191]","[1, -1]"
479103,0,578,1719506178,141143550,400,4026641842,140,[2.9106316566467285],[2.29824161529541],[2.422905206680298],[14.636630058288574],[1]
479103,0,579,1719506196,401566825,2683,4077281883,140,"[30.38803482055664, 7.5639567375183105, 6.974202632904053]","[-0.1806764304637909, -0.8229714035987854, -2.3275914192199707]","[-3.034773588180542, -0.052651602774858475, 1.442486047744751]","[30.88555908203125, 10.273838996887207, 36.09425735473633]","[1, -1, 1]"
479103,0,579,1719506198,658974180,1545,4093803446,136,"[28.777969360351562, 5.335874080657959, 2.6902084350585938, 4.053307056427002]","[1.71964693069458, -0.18121393024921417, -2.1685032844543457, 0.719447135925293]","[-0.548913836479187, 3.0984411239624023, -2.142167806625366, 2.29276442527771]","[82.9048843383789, 5.4247541427612305, 11.917465209960938, 5.149430751800537]","[1, -1, 1, -1]"
479103,0,579,1719506203,308180540,344,4110548569,136,[13.404006958007812],[-0.8237150311470032],[-2.024007558822632],[18.214670181274414],[-1]
479103,0,579,1719506220,150343880,2463,4161056378,132,"[4.562955856323242, 2.5315141677856445]","[1.9555346965789795, 2.079392910003662]","[0.5358788371086121, -2.74611234664917]","[16.447938919067383, 10.284334182739258]","[1, 1]"
479103,0,580,1719506254,530417745,3233,4278443746,156,"[25.74054527282715, 8.99189281463623, 3.862581729888916, 3.1702933311462402]","[-1.6374629735946655, -0.8982835412025452, -2.302565336227417, 2.2902896404266357]","[-0.7840039134025574, -0.7128722071647644, -2.7779464721679688, -3.00170636177063]","[68.68331909179688, 12.870767593383789, 19.50594711303711, 15.818587303161621]","[-1, 1, 1, -1]"
479103,0,580,1719506255,481537955,2609,4278533404,136,"[14.971644401550293, 9.215536117553711, 7.085099220275879, 5.680434703826904, 4.684405326843262, 2.0828795433044434]","[2.0100812911987305, 1.806735634803772, 0.006995691452175379, 0.3358319103717804, 1.8349947929382324, -2.4604575634002686]","[-0.020805897191166878, 0.14572635293006897, -1.6094491481781006, 0.19742503762245178, 0.733203113079071, -1.0546047687530518]","[56.87664031982422, 28.82050323486328, 7.086060047149658, 6.004714488983154, 15.048357009887695, 12.28482437133789]","[1, -1, -1, -1, -1, 1]"
479103,0,580,1719506257,494047960,1493,64485,136,"[10.676854133605957, 6.148586273193359, 3.5686755180358887]","[1.2351720333099365, 0.9236130714416504, -1.975281834602356]","[2.9774272441864014, -3.0853328704833984, -2.9378890991210938]","[19.911304473876953, 8.96358585357666, 13.110621452331543]","[-1, 1, 1]"
479103,0,580,1719506260,20898605,445,302565,136,"[382.5316162109375, 44.365989685058594]","[-1.647552728652954, -0.4884825348854065]","[1.5108604431152344, -1.4511405229568481]","[1030.3055419921875, 49.7653923034668]","[-1, -1]"
479103,0,580,1719506275,923350265,674,50721185,132,"[2.998286485671997, 2.7763710021972656, 2.1935529708862305, 5.052225112915039]","[-2.082221031188965, -2.1305978298187256, 1.7184092998504639, -1.3426977396011353]","[0.9803488254547119, 2.1673738956451416, 2.808842420578003, 2.9188225269317627]","[12.21385669708252, 11.85372257232666, 6.312836647033691, 10.33360481262207]","[1, -1, 1, 1]"
479103,0,580,1719506299,248456695,2631,134454493,140,"[115.90278625488281, 12.49059009552002, 5.381814479827881, 40.15607452392578, 3.7002835273742676, 2.540367603302002]","[0.1571604609489441, 0.2449372559785843, 1.0630309581756592, 2.2163922786712646, 2.0129611492156982, -1.3419402837753296]","[-2.9974722862243652, -2.9686009883880615, 1.1503732204437256, 0.47969675064086914, -2.5476040840148926, -2.1329867839813232]","[117.33715057373047, 12.867582321166992, 8.720632553100586, 186.38795471191406, 14.096704483032227, 5.193330764770508]","[1, -1, -1, 1, 1, 1]"
479103,0,580,1719506302,394477940,1172,151059091,148,"[5.460787773132324, 4.31074333190918]","[-0.6503551006317139, 1.4660913944244385]","[3.033362627029419, 0.857807993888855]","[6.657761096954346, 9.835732460021973]","[-1, -1]"
479103,0,580,1719506303,616152245,2390,151173843,132,[3.0411970615386963],[-2.183696746826172],[0.7953468561172485],[13.673164367675781],[-1]
479103,0,580,1719506306,865141225,660,167786862,132,[],[],[],[],[]
479103,0,580,1719506307,499089770,910,167846656,132,[217.2076416015625],[-1.6799336671829224],[-1.7740988731384277],[602.9235229492188],[-1]
479103,0,581,1719506334,737044875,2691,251947422,132,"[4.135807514190674, 2.78755259513855]","[-1.5545051097869873, -1.7467118501663208]","[-2.31717848777771, -2.1016674041748047]","[10.224340438842773, 8.23797607421875]","[-1, -1]"
479103,0,581,1719506342,455779775,2886,285289214,148,"[5.292118072509766, 4.999942779541016]","[2.1111557483673096, -2.031324625015259]","[-1.7085866928100586, -0.6956084370613098]","[22.17125701904297, 19.388418197631836]","[-1, -1]"
479103,0,581,1719506356,509315940,3171,319225222,132,"[2.573773145675659, 2.0585272312164307]","[2.3794431686401367, -2.0003392696380615]","[-0.09721215069293976, -1.9680885076522827]","[14.016510963439941, 7.747836589813232]","[-1, 1]"
479103,0,581,1719506366,141225690,1987,352747487,132,"[3.3268625736236572, 1.2707288265228271]","[0.7036876678466797, 2.683018207550049]","[-0.7358807325363159, 0.28084298968315125]","[4.186443328857422, 9.338890075683594]","[-1, -1]"
479103,0,582,1719506392,255407030,2339,453050762,132,[],[],[],[],[]
479103,0,582,1719506393,199475860,659,453139349,136,"[24.65363311767578, 8.227992057800293]","[1.6280580759048462, -0.17241905629634857]","[-0.0692804604768753, -2.9171218872070312]","[65.21244049072266, 8.351265907287598]","[1, -1]"
479103,0,582,1719506393,978653855,1544,453211944,140,"[84.65306091308594, 6.2510833740234375, 2.51204252243042]","[-1.4501625299453735, 0.26824259757995605, -1.7314119338989258]","[2.0142710208892822, 2.4230427742004395, 1.4477035999298096]","[190.39913940429688, 6.478192329406738, 7.317913055419922]","[1, 1, -1]"
479103,0,582,1719506401,366212340,865,470213054,132,[2.657816171646118],[-1.240540623664856],[1.7369658946990967],[4.980154037475586],[1]
479103,0,584,1719506432,947927120,1796,604120974,136,"[21.00765037536621, 3.307239055633545, 2.8886911869049072, 2.7166266441345215]","[0.5453264713287354, -1.3677806854248047, -2.4808406829833984, 1.2411048412322998]","[1.832823395729065, 1.955298900604248, 0.12674425542354584, -0.5269409418106079]","[24.209699630737305, 6.915083408355713, 17.382991790771484, 5.092731475830078]","[1, -1, -1, 1]"
479103,0,584,1719506435,589581810,852,604372622,136,"[29.30499267578125, 3.3741085529327393]","[-1.8841001987457275, -1.8154553174972534]","[3.067195177078247, 0.4113207757472992]","[98.64646911621094, 10.64016342163086]","[1, -1]"
479103,0,584,1719506445,169867305,1305,637887148,132,"[8.040820121765137, 2.8026845455169678, 2.8675856590270996]","[1.9454495906829834, -1.918330430984497, 2.414123296737671]","[-2.3585474491119385, -1.745003581047058, -0.9762189984321594]","[28.704713821411133, 9.74891471862793, 16.15834617614746]","[-1, -1, -1]"
479103,0,584,1719506448,397554090,1165,654497607,136,"[10.998611450195312, 6.535384654998779, 5.2324347496032715, 4.348456382751465, 2.6277554035186768, 2.047701120376587]","[-1.331987977027893, -1.2167824506759644, 0.33500638604164124, -1.818543791770935, -2.2599987983703613, -1.9607245922088623]","[0.7418273687362671, 1.0023938417434692, 0.7828764319419861, 1.2923232316970825, -2.0319197177886963, 1.501715898513794]","[22.286293029785156, 12.00102710723877, 5.529816627502441, 13.752702713012695, 12.728534698486328, 7.4187846183776855]","[-1, 1, 1, 1, -1, 1]"
479103,0,584,1719506451,504457190,51,671096108,129,[],[],[],[],[]
479103,0,584,1719506456,803072745,2175,687902623,140,[37.19549560546875],[1.7038482427597046],[-2.7707600593566895],[105.58011627197266],[-1]
479103,0,584,1719506456,941398550,547,687915673,140,"[4.695672035217285, 4.131403923034668]","[-0.9331892132759094, -0.6069505214691162]","[2.3407750129699707, 1.701978087425232]","[6.893827438354492, 4.917171001434326]","[-1, -1]"
479103,0,584,1719506461,566717745,689,704658035,136,"[6.198477745056152, 2.6291489601135254]","[-0.32114800810813904, -1.4945546388626099]","[2.355067491531372, -2.9690048694610596]","[6.521733283996582, 6.155349254608154]","[1, -1]"
479103,0,584,1719506461,664215455,2153,704667315,132,"[482.17767333984375, 8.855809211730957, 6.489226341247559, 2.803051471710205]","[2.382371187210083, 1.299607753753662, 2.126603364944458, 2.4362986087799072]","[1.707945466041565, -1.0528302192687988, -1.1911094188690186, 2.3884804248809814]","[2633.3857421875, 17.448463439941406, 27.597503662109375, 16.143312454223633]","[-1, 1, -1, 1]"
479103,0,584,1719506465,36522695,3188,704987842,132,[25.847148895263672],[-0.604492723941803],[2.89275860786438],[30.715316772460938],[-1]
